vert1_id,message_text,IEx,IEl,IPA,IML,IQER,GEx,GPA,GML,GQER,GEl,week,is_reply,participatory_role
A,"J, I agree that requiring constructive feedback or comments on others' posts may seem like ""busy work"" at first glance but there are certainly many positive ways that comments affect us, from reinforcing our thought processes to challenging our thoughts, and even bringing up ideas that we had never considered. I also think this gives us another opportunity to connect with one another, which is what community is all about. Thanks for sharing!",0,0,0,0,0,0,0,0,0,1,Week 08,0,Influencer
F,"A, I agree. Very well put! I think the quality of our interactions is enriched by the expectation Instructor set at the beginning of class for thoughtful, respectful discourse, and by the fact that we're all interested in teaching and learning, and therefore in communicating.",0,0,0,0,0,0,0,0,0,1,Week 08,0,Starter
L,Hi J!I agree with you that it would be interesting to research different online communities and how their similarities/differences make up their online community. We have experience with this specific course--but how are other online classes organized and facilitated? (moodle vs ning vs other sites?),0,0,0,0,0,1,0,0,1,0,Week 08,0,Peripheral
H,"Hi J,Thank you for being honest on your thoughts about commenting toward other posts. _I to would get nervous, or I fear I wasn't intelligent enough to respond to other posts. _I too have learned the benefit in responding, and the main reason for me is to ""see"" that others are responding in the same manner as me.!!!! _Sometimes, I would find post that were very similar to mine, or I would see posts that would say, "" I really didn't understand the reading"", but I will post this....Just as I was feeling!!!!I am almost done with my degree and all of my classes have been online, it has been great! _I don't know if I could go f2f anymore :) ",0,0,0,0,0,0,0,0,0,1,Week 08,0,Mediator
T,"J,Completely agree with your comments on the connection of chapter 8 & 9. Seems like you can't have one without the other.",0,0,0,0,0,0,0,0,0,1,Week 08,0,Leader
P,"Hi J,I agree that the connection between among the reading; chapter eight is talking about promoting feedback between students in the class and then chapter nine is talking about transformative learning and reflection. I also enjoyed the both readings and liked your two high lights!",0,0,0,0,0,0,0,0,0,1,Week 08,0,Peripheral
E,"Identify 2 highlights from the readings. These could be quotes, ideas, or things you learned that resonated with you.I liked the idea of capturing ""aha"" moments through intentional reflection and creating space for it. I think that is why the blog for each of our online communities is working for me. It's allowing me to think about the past week and what I've noticed, how its helped me to be part of a conscious community, and where I have moved through and because of it. I also like the idea of it being part of a triple loop so that in the actual reflection we are also changing our assumptions. Earlier in our course the idea of the double loop came up on one of the discussion threads. These chapters helped me understand that concept better.What is 1 connection/disconnection among the readings?The other idea I related to in these chapters is the ""disorienting dilemmas."" _I would definitely say that a few times I have felt like I was back in 4th grade, my best friend just moved away, I was picked last for kick ball and I have no idea how to negotiate my next steps. I don't know that I would characterize some of my confusion in navigating online classes and the relationships I have developed through these classes as strongly as the reading -- psychic distortions seems a bit much to me...but definitely like I don't have all skills to work through the learning process sometimes.Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall?Again, I liked that these chapters brought the metacognitive piece into the online learning. With the community of inquiry and community of practice frameworks that piece does not seem to be explicitly discussed. I think it fits really nicely into the idea of a conscious community - if you are reflecting on your own learning you are better able to help others in the community with their learning and transformation.What is 1 question or puzzle that you still have regarding the readings?I think the challenge or puzzle in online courses would be to strike a balance between providing space for reflection and keeping mometum going. I'll confess that I have struggled in and out of yoga classes because sometimes feel like a caged bird in the Shavasana at the end of the class. I would think that too much reflection space can slow down the learning as well.",0,5,0,1,0,0,0,0,0,0,Week 08,1,Regular
J,"E, I agree that the blog about our online communities is really helping me. I think it has been great to help me reflect on what we have read and talked about in class and make connections to what I have seen in my other online community.",0,0,0,0,0,0,0,0,0,1,Week 08,0,Mediator
B,"2 Highlights from the reading:I have really enjoyed this book and often find it hard to pick out pieces because I have so many- _In chapter 8 one of the quotes that jumped out to me was on page 158 ""The online environment can be a lonely place. Students and faculty alike report feelings of isolation when working online."" _I would strongly agree with this statement. _Online learning is a process that you need to responsible for your own learning and be motivated to stay on-task and keep up with the course work. You do not have that weekly physical check in of a class or instructor. _At the beginning I found this isolation to be more of a problem than I do today as I have adjusted to the style. Chapter 9 really talked about the reflection and on page 186 stated ""Another parallel process should be self-refection. _Participants should ask themselves, ""How am I growing and changing as a learner and as a person through all of these interactions?"" _Self reflection has been a big piece of many of my classes and through this my reflection skills have been strengthen in many ways. _Self reflection is not always an easy or fun process, yet the importance is large. _It gives you the chance to see of the material is growing and changing and how the connections are coming together.One Connection in the reading:The idea of transformational learning was discussed on page 187. Mezirow (1990) states that perspectives are transformed when learners encounter what her terms disorienting dilemmas"" _It goes on to say that ""online classroom is fertile territory for transformative learning."" To me this statement is also connecting to the importance of reflection and looking at how the material is connecting and what questions do I still have and in what ways has my learning changed. __Reflection often causes us to encounter disorienting dilemmas as we think about new material and read others ideas.I feel that all the material from the past topics and reading continues to build upon each other. _We are continuing to hear about the importance of social presence and reflection. _I really have enjoyed how they continue to make connections- this has allowed for me deeper learning to take place. Questions :I do not have any questions- _My only thought is how helpful this class has been to really learning and understanding online classes. _I teach in parent education and I do believe that online parenting classes is something that we will see more and more of in the future. _As parents continue to get busier and busier online classes are going to be a way to share information, have questions answered and new connection made.",0,4,1,0,0,0,0,0,0,1,Week 08,1,Peripheral
G,"Two highlights from the readings:need to connect course content with ""real world"" happenings - in other words, having the students either answer the question of ""when am I going to use this?"" or helping them make the connections. Sometimes, even as adult learners we may need help with that. I'm thinking specifically of the ""problems, interests, and experiences as springboards for learning"" section in Ch 8.learning about technology by using it - especially true. One example for me - using Twitter. I initially started my master's program with the goal of moving into academic advising. There were not many students in my program with similar career interests, and I came across two weekly Twitter chats that were helpful - one for academic advisors, and one for student affairs (#sachat) pros. Through these chats I felt somewhat more connected to others who shared my professional interests. I still follow some of the acad adv and sachat folks, but now it's mostly been taken over by edtech :) Using Twitter has helped me experience firsthand the role that social networks can play in learning. Connection/disconnection:Thinking back to the section on introductions, I was surprised to read about the description of the student who was not present online for a while due to the lack of comments on his/her introduction (I will add page #s here later - my book and I are in two different places right now, and I didn't write down the pg #s in my notes) . While it was written in the context of an online class, for some reason it made me think back on other f2f grad courses that I have taken, and the role that introductions played in those courses. (I've been thinking quite a bit lately about what it means to teach online v. f2f - what changes, what stays the same, etc from the perspective of an instructor.) I'm wondering if introductions in an online course, and the following responses, could actually make for deeper connections to occur - especially having the instructor model a response. In the f2f classes that I took, we did not get a chance to personally respond to each person's introduction. Connection/disconnection to CI 5323: It has been terrific to see how this class models what is talked about and explained in our text. The question that I started the M.Ed. LT program with, ""What does high-quality, engaging online learning look like, and how can I do it?"" has begun to be answered in leaps and bounds throughout this class. I maybe should have added ""formal"" to my question too, now that I think about it, as to me there's some pretty significant distinctions between informal and formal online learning. Question or puzzle that you still have: Content organization when the class reaches the halfway+ point. In Ch 8, the instructor/one of the authors posed a question about creating a meta space for reflection of the overall online learning process and other items learners may have questions about (again, will add page #s here later). Some students responded favorably, and others were concerned about the many ways to find info, respond to comments, and overall navigation of their learning space.",0,3,0,4,1,0,0,0,0,0,Week 08,1,Influencer
C,"Definitely agree, ""Learning about technology by using it!"" Twitter is such a great example to use. Like yourself, I joined Twitter in 2009 and didn't really use it much until about 2012. Since then, I've been able to connect with many people that I share interests with, and have learned a great deal of new information from this technology.",0,0,0,0,0,0,0,0,0,1,Week 08,0,Peripheral
J,"G, I definitely agree with you that connecting content to real world happenings is so important. I know often times I tend to ignore things in classes because I can't make a connection to why this would be important for me to use in the real world. Making these connections is so important for students because it helps them see the importance of what they are learning about! Great point!",0,0,0,0,0,0,0,0,0,1,Week 08,0,Mediator
S,"G, I appreciated your insight about the benefits of online students introducing themselves and, with guidance from the instructor, reply back to each other in an effort to mitigate the feelings of solitude among members - and that in typical F2F courses, only the self-introductions are done, rarely with any feedback from the others. I hadn't thought about this aspect of the F2F courses, but it's generally true, in my experience. Not until we break into groups and begin working together in the F2F environment, do we really come to know each other. Interesting comparison.",0,0,0,0,0,0,0,0,0,1,Week 08,0,Starter
D,"Identify 2 highlights from the readings. These could be quotes, ideas, or things you learned that resonated with you. One idea that I strongly agree with is _Encouraging Comment on Introductionsî. It says, _All of us need acknowledgement and to feel welcomed into a new situation. The promotion of human connection allows students to begin forming the relationships that are the basis for collaborative learning.î (Chapter 8, pp.164).Introduction is a traditional and excellent icebreaker, and also it facilitates the building of social presence. Comment from peers is something of significance to make one feel being accepted and welcomed, and not a dispensable visitor, which will affect oneês positivity and initiative to join further class activities to a great extent. Moreover, initiating communication and interaction from comment helps to build relationships among classmates in a short time, and indirectly devotes to the development of sense of a community.Another quote struck me out is that _critical self-reflection is a crucial component of transformative learning and that, in fact, transformative learning cannot occur without itî (Chapter 9, pp.198). As transformative learning is the process of perspective transformation, and it is about who I am as a person, have I changed and how I changed. So, self-reflection, which does answer those questions, plays a critical role in transformative learning. What is 1 connection/disconnection among the readings? From my point of view, Chapter 8 and Chapter 9 are closely tied together. Chapter 8, _Promoting Collaborative Learningî, talks about the means of formulation of a share goal for learning, real-life applications as springboards for learning, and dialogue as inquiry, which seems like the preparation, and means towards _Transformative Learningî that Chapter 9 is about. What is 1 question/puzzle that you still have regarding the readings? While I was reading examples of posts by Mike in pp.201, a question bumped into my mind. Students attempt to express who they are textually in an online course, however, it seems informal to write assignments that way. So my question is, to what extent should we encourage conscious reflection and acknowledge the unconscious? And how to measure and determine the criteria?",0,3,0,1,0,0,0,0,1,0,Week 08,1,Peripheral
M,"D,I l-o-v-e your question/puzzle. _Like the authors suggested, I am one of those people who at first blush look at lower case text with informal writing not up to par for academic settings. _However, I have grown more open to it because I recognize this can be a generational thing and it could be a communication style difference. _My mom uses capital letters sometimes in her emails and even though I've told her that's like yelling at me, her response, she was just so excited. _I told her that's what exclamation points are for. _But, she saw caps as her ""excited voice."" _Of course, I told her that she ought not do that outside of the family though.I wonder if you can even develop criteria for the unconscious. _Is that even possible, because once you acknowledge it becomes conscious, right? _I'm wondering if in the critical self-reflections students could look at how they communicated over the course of a semester to see how their styles may have change in time or in context. _Perhaps in these reflections is where one can evaluate their conscious and unconscious.",1,0,0,0,0,0,0,0,2,0,Week 08,0,Leader
Q,"It seems that questioning and higher order thinking skills are mentioned on page 171 under encouraging expansive questioning. It is stated that ""when students become excited by the learning that expansive questions create, they can become adept at asking the same types of questions themselves. This serves to propel the learning of all involved to much higher levels"".In teaching this is the most challenging as the facilitator has to guide and redirect students to achieve that goal. It works with some groups and some students struggle with it. As a facilitator you cannot provide too many leads in the direction of critical thinking as the group must critically expand their own thoughts. Content background knowledge is the starting point but where it can go from there depends upon the group with some groups needing more facilitation than others. The key lies in the balance of providing too many leads or too little support. The ways to add more collaboration is through ""blogs, wikis, web pages, jigsaw activities, online journals, webQuests"" etc that encourage learning through activities that encourage and support collaboration.The connection between the readings is clear in the process and the implementation phases of teaching and learning. I would like to know of resources that bring different learning styles to the collaborative model to _meet the needs of all learners.",0,1,0,0,0,0,0,0,1,0,Week 08,1,Regular
E,"Q,__ I also resonated with the text discussion of expansive questioning. I have been reading about the idea of knowledge transfer in teaching undergraduates science and Randi Engle's idea of expansive framing to promote this type of learning transfer.  I liked the idea that part of this expansive framing can be placed in the hands of the students by encouraging the collaborative student to student interaction and questioning. I wondered whether a collaborative approach would help that learning persist beyond the single course experience?",0,0,0,0,0,0,0,0,1,1,Week 08,0,Regular
Q,I am so glad that you are considering the idea. It works with structure depending upon the group. Providing some scaffolding into leading questions would help provide direction to the group discussions and activities. After that you let the group come up with the critical thinking thoughts and most of the time they will if the groups are organized by you accurately.,0,0,0,0,0,0,0,0,0,1,Week 08,0,Regular
H,"Hello Q,This can be challenging for the facilitator I would agree...I like leading questions before the readings so you can begin to target your thoughts and capture them in the reading. _After discussion question are answered, learning from your colleagues is very important. _I do like to add some more styles as to what the readings are about, so video clips and other ways to tell the story is great...",0,0,0,0,0,0,0,0,0,1,Week 08,0,Mediator
R,"I decide to use text posting here :) Identify 2 highlights from the readings. These could be quotes, ideas, or things you learned that resonated with you. 1. In page 158, Jonassen and others note that the collaborative in a constructivist classroom results not only in personal meaning-making on the part of the individual student, but also creates a container wherein social construction of knowledge and meaning can occur. This means that learning is not only an independent behavior by learners themselves, but also an interdependent process among learners. It's also important to form a constructivist community which helps learners to achieve active and reflective learning. 2. In page 162-163, two ways would help achieve collaborative learning are proposed. One is sharing the expectations of the course and another one is use of team charters. I will use these methods in my online course in the next semester.What is 1 connection/disconnection among the readings? One connection I have found is about the learner-centered focus. In a successful online learning community, we may have a close look at roles of students and instructors. Instructor is an equal player, acting only as a gentle guide while learners' roles might be a facilitator, team Leader, presenter or commentator. And instructors must be willing to give up control of the direction and act as a participating member, allowing students to take the discussion wherever it might go. Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall or prior readings? I think this course has formulated a good shared goal, negotiating guidelines and kind communication environment which are very important for our social presences online. It also has formed a context that we could bring our life experiences into this online course. For example, we all introduce an online community that we are interested in in our daily lives in this course. What is 1 question or puzzle that you still have regarding the readings? My question is how to make a team-evaluation? What the difference between team-evaluation and self-evaluation?",0,4,2,1,0,0,0,0,1,0,Week 08,1,Mediator
A,"Hi R,The difference between a self-evaluation and a team-evaluation is that you are only evaluating yourself in the former. The self-evaluation gives you a chance to reflect on your effort and provides the instructor with an idea of how you feel you performed. On the other hand, a team-evaluation gives all members of the team an opportunity to assess your performance. Often times, team members' ratings are averaged. When this feedback is shared with the instructor, it allows the instructor to gain better insight on how the team worked together. If all of the team members have good things to say about each other, we assume they worked well together. If all the team members identify a single person as a ""slacker,"" this is also noteworthy. One thing that should always be considered, however, is that sometimes team members don't say anything negative because they fear that this may affect their grade or that others may not share the same feelings and they don't want to put an unnecessary light on themselves. I hope this helps answer your question!",0,0,0,0,0,0,0,0,1,0,Week 08,0,Influencer
R,"Thank you, A. It's really helpful! And it's also an issue that team members don't say anything negative because they fear that this may affect their grade and sometimes this would happen to self-evaluation, right?",0,0,0,0,0,0,0,0,1,0,Week 08,0,Mediator
H,"These are good comments pertaining to team evaluations. _I had to evaluate team papers or lesson plans. _This is a bit different than having to evaluate a team member in a group project. _So as I become an instructor I will keep in mind that I want positive and strength base approach, so I would keep it as an approach to strengthen each others work. _For example, if we as a team evaluated another teams community site, we could critique it in the strength base approach, looking for the positive and ways to support the team to be more effective as an instructor (if needed) Does that make sense???",0,0,1,0,0,0,0,0,2,0,Week 08,0,Mediator
A,"Highlights. One of the simple ideas that I really like is that shared goals are a critical component of developing an effective community. One of the reasons I find academic communities to be much more effective than non-academic communities is that instructors and students naturally work toward clear goals that are tied to learning and completing the course. When utilizing a non-academic community, members may not necessarily be working toward common goals. They may be searching for advice or support but what they do with that information and, ultimately, their end-goal may not be the same. Connections. Chapter 9 discusses learning about technology by using it. This jumped out at me right away because that is exactly the feeling I've had during this course, thus far. I have learned about a number of new technologies and it wasn't until I actually used the technology (e.g., VoiceThread, Flipgrid) that I saw it's true value and could appreciate the medium. I believe this also means that there is some pressure on instructors to utilize the best types of technology, as well as a wide variety of technologies to allow students to gain exposure and promote learning.I thought the example of the female student who disappeared for awhile after her introduction was interesting, too. I believe we have come across this example before. I think this is definitely noteworthy because it demonstrates expectations and the impact not meeting those expectations has on people. This example reminds me a little bit of Facebook and how people often post status updates or photos and truly measure how many friends they have by the number of ""likes"" or responses. I think this is potentially destructive but, no doubt, plays a huge role in online communities. I suppose the takeaway is that we need to manage our expectations, as well as communicate clearly, and we shouldn't measure our worth by the feedback. Additionally, this relates to the point I made in the beginning of the semester where we should try to view others in a positive light, as opposed to negatively. We shouldn't assume non-responses mean that people don't care but rather they didn't know they were supposed to respond or got really busy. Question. Chapter 8 discusses being a team player in terms of collaboration. A number of my classes that place on emphasis on group work require a group assessment at the end where group members rate the effort of their team members and the teacher uses it when calculating a final grade. Do you think that is appropriate for an online community? Would it be helpful? Would it hurt? ",0,3,0,1,0,0,0,0,1,0,Week 08,1,Influencer
B,"A- I really was able to connect with your thoughts about the student who disappeared- I have not done this- but I often feel concerned when others do not post or reply to my work.  I worry that I say something wrong and was off base about the material.  Even though I am not in class face to face with the students and teacher I still get concerned about what others might be thinking about my work.  I do often have to remember just as you stated, ""we shouldn't measure our worth by the feedback"".  Thanks for the good message.",0,0,0,0,0,0,0,0,0,1,Week 08,0,Peripheral
H,"As the discussion above....I don't think it is appropriate. _I feel the instructor can roam the different groups and pretty much see for her self if someone is not participating enough. _For another classmate to rate another, I don't feel is appropriate, it does not stay in the strength base approach. _Supporting each other on the work and helping to improve is different than rating efforts. _Teams are hard to work in, but you do find a way to support each other.....As an instructor I personally would stay clear of rating classmates..",0,0,0,0,0,0,0,0,1,0,Week 08,0,Mediator
G,"H,I have been in classes with group work, and at the end of the class or group project there was a group evaluation piece. Each instructor handled it differently - one of them asked that we evaluate our team members' work in a typical fashion (more like a rating system). The other instructor asked us to evaluate our group experience - while you could argue that the end result may have been the same (as far as the answers that the instructors received), the process by which it was handled made a difference in that it did not feel like one team member was pitted against the other.",0,0,0,0,0,0,0,0,0,1,Week 08,0,Influencer
Q,"Peer evaluation or review is an excellent practice in the academic world. I think that students should do an anonymous job on it and not know who the reviewers are or whose paper they are reviewing. That would provide feedback and not be too personal. Also, there can be guidelines such as make a two positive and two can do better upon comments. ",0,0,0,0,0,0,0,0,0,1,Week 08,0,Regular
S,"A, your first comment about the differences between academic communities vs. non-academic communities, relative to shared goals, is one that resonates with me - my non-academic online community postings can tend to wander off into some pretty deep recesses at times, while members in pursuit of the same goal choosing to break off of the divergent conversation thread in order to re-establish their topic of focus (their shared goal). I do appreciate this aspect of the academic online experience, which is both directed and self-directed.",0,0,0,0,0,0,0,0,0,1,Week 08,0,Starter
H,"2 Highlights:""Negotiating Guidelines"" _to collaborative exercises....simple task right? _Well this too needs to be taught and not assumed that all students will understand what collaborating with others all entails. _As I continued to read it did become more clear to me that as an instructor I need to be clear as to what a collaborative team consists of and how often you need to be interacting. _Sometimes in these cases you assume as an instructor that everyone one will ""know how"" to engage as a team, but in all reality it is a skill that should be taught or explained!!! Online can be challenging when you are required to work in a group, but like the book was talking about online communities can get lonely if there is no time allotted for connecting with others besides answering a few questions and responses. _I love how most online courses begin with connection activities that support the ""get to know"" your classmates. _It helps finds others who have the same interests or possibly working in the same field. Chapter nine's ""reflection"" stuck out to me. _I have written many reflections, but I guess blogging to me didn't seem to have the same effect, but as I have been reading, blogging should be your ""reflection"". _I like that....I have been blogging about my online community, but otherwise I was feeling blogs were so quick and what is on your mind more so than what is a quick learning experience blog. _I need to think about blogs as a learning opportunity as opposed to a ""what am I up to"".....I know I can keep them fun and entertaining as well...Connection/disconnection: Chapter 8 and 9 helped me connect to my inter-self and how to create a friendly environment that is entertaining, but very educational with creating partners and team members!! _Online is a way to stay in touch!! and learn from others....connection/disconnection over all readings: I feel all chapters have lead us in a connecting manner. _As I was reading, chapter 8 shared guiding questions for instructors and students. _These are a great idea to have a few guiding questions before each unit to get students thinking about what the readings will entail??? _Helps to recheck what we are reading and keeps us on the right track...Questions: As I read and go through the class, I am always trying to process information that will support an online opportunity I hope to have some day, Teach early childhood on-line courses, so I am also trying to find answers as I go along...narrowing down the questions is tough..These two chapters really support team work and I would be able build teams to go out and observe live classrooms and bring them back to share with their groups. _Plus with the technology, we can not bring live action to the course with you tube video to shares, so its exciting to be creating as I am learning...(ps sorry for the late entry, I was out of town and then my spring break consisted of sickness) :(((( better now!!! ",0,5,0,3,0,0,0,0,0,0,Week 08,1,Mediator
M,"Hi H, I so appreciate your comments on the need to teach collaboration. _I often think, especially for adult learners, we can forget that not all people are good at this or even have practice doing it. _We definitely cannot assume. _It makes me think about K-12 education and how little we allow our students to collaborate. Then if students spend their undergraduate career in large lecture courses, they continue to get little practice. _It's no wonder that as adult learners they may feel uncomfortable or don't know how exactly to do it. _So...I like your comment on the need to explicitly teach it or clearly explain the expectations. I'm also a fan of Johnson & Johnson's PIGS FACE when they talk about collaborative learning (they are mentioned several times in the text). _I'm a big fan of ""G"" which stands for group processing. _This allows the group time to reflect on how they did as a group - what went well, what needs work. _Unless you spend the time doing this you cannot get better!",0,1,0,0,0,0,0,0,0,1,Week 08,0,Leader
T,"Identify 2 highlights from the readings. These could be quotes, ideas, or things you learned that resonated with you.P. 167 _ Problems, Interests, and Experiences As Spring Boards for Learning.The more participants can relate their life experiences and what they already know to the context of the online classroom, the deeper their understanding will be of what they learn.îLife experience is something I feel very strongly about when it comes to teaching. I donêt think I was particularly ready to student teach or overly confident in my first few years of teaching, but the support of my colleagues and being confronted with unique situations every day has given me quite a collection of stories and material on which to reflect and learn from. I am on year 8 right now in my current position and although I feel like I am more than prepared to handle the content side of my job, the teaching aspect is something I am constantly reflecting, adjusting, tweaking, and revising as standards, teacher evaluations, students, and administration change from year to year. I have really enjoyed the opportunity to bring in my experiences from my classroom along with the opportunities to reflect on my current practice whether it is online or f2f. Although I am not currently facilitating any online courses, the knowledge I am gaining and combining with my current instruction is creating some excitement for the future and what direction I see my classes headed in.P.187 _ Mezirow (1990) states that perspectives are transformed when learners encounter what he terms disorienting dilemmas _ dilemmas that cause the learner to critically assess distortions in the areas of the nature and use of knowledge, belief systems related to power and social relationships, and psychic distortions _ or presuppositions that cause anxiety and inaction.This statement holds a great deal of truth for myself, as this is my first true online course. As much as I thought I was prepared for learning in this manner, there was a great deal of anxiety on my part as we began our journey into online learning communities. I am not a very organized person outside of those things I can feel direct control over and the openness of the course freaked me out the most. I completed my first online course (Research Methods from UW-RF) in the fall and it was nothing like this one. The instructor was the only person I dealt with and never communicated with my peers. As I work my way through this class, I find myself constantly reflecting on how I view the delivery of knowledge and the use of online communities. It has given me so much more to think about, much of which I was not aware of its existence. My perspective has definitely changed to be more open to how knowledge is acquired and how in so many ways online courses are more beneficial for some types of learners.What is 1 connection/disconnection among the readings?I see feedback and reflection being connected topics that most interest me in these two readings. When considering the most important factors in building relationships and in turn creating beneficial collaborative opportunities, trust has to be paramount.As we give feedback and read comments from our peers, the gears begin to move. We examine where we are in the world and our beliefs on whatever the topic may be and evaluate whether there is room for change or adjustment. Feedback drives our reflection and the ways in which our classmates challenge our ideas, thoughts, and comments. Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall or prior readings?These two chapters have really helped cement the foundation of building successful online communities and the looping within all these interconnected topics becomes clearer.All this information seems to come back on how building an online presence is heavily reliant on positive interactions through personal introductions, student communication, facilitator interaction or lack there of, and building confidence in navigating the software while developing an identity in a digital world.What is 1 question or puzzle that you still have regarding the readings? Much of this information isnêt always age specific, I get the feeling that much of this research and case studies come from adult learners and graduate students. The constant question in the back of my mind remains whether I can develop a similar approach to use with my high school students. I feel an obligation to prepare them for this changing educational paradigm, but struggle with my observations of their maturity and ability to process something complex like the transformative learning framework.",0,4,1,2,1,0,0,0,0,0,Week 08,1,Leader
G,"T - I echo your comment about the age of the learners. That is a question that I have had for a couple years now - particularly watching my daughter go through school, and seeing how her school approaches learning. (and also on the parenting/teaching side on a personal level with her) I don't have the background in either a practical or theoretical sense to be able to really even better formulate any questions around it...which is why I have greatly valued the K-12 educators' presence in classes! I'm hoping we can start figuring this out together. I think it was in our Intro to LT class (either the first or second session) that we split into groups to answer the question of what is good learning. (Anyone remember what I'm talking about? I think others have taken that class before, and I suspect the format may have been similar across the offerings.)Also, I think it would be incredibly difficult to take a research methods class online, and not have anyone except the instructor with whom to talk about it.",0,1,0,0,0,0,1,0,1,1,Week 08,0,Influencer
T,"G,Thanks for the reply and insight. I do worry about how we are preparing our high school students to face the ever changing learning environments that they will meet in post secondary options. I don't want to diminish my field of study (fine arts & ceramics) but I am not in a position to contribute as much as I would like.  I agree that there needs to be a discussion linking secondary and post-secondary institutions if we are to encourage change. Hopefully that will be something I can be a part of. I don't know if disappointed is the right word, but it is discouraging to see so much of this research identify only adult learners and grad students.There has to be a way to make this effective and approachable to our 9-12 students at least.",0,0,0,0,0,0,0,0,1,0,Week 08,0,Leader
C,"Highlights:One quote that really resonated with me is found on pg.171; ""Brookfeld and Preskill (2005) state that collaboration can become addictive: the more successful students are at collaborating, the more they will seek it out. Therefore, promoting good, collaborative discussion can assist them in developing an appreciation for other forms of collaborative work."" After reading this, I had a ""hmmm"" moment as it really made me think about my experiences in collaborating with other students, both in class, and other online and f2f classes I've taken in the past. Does collaboration really become addictive for me? I don't necessarily agree, but I do agree that good collaborative discussions assist in developing an appreciation for other forms of collaborative work. I also appreciated the quote on pg. 179 from Stephen Covey (1989), discussing the ability to ""seek first to understand, then be understood."" This further defines the importance of interdependence and the need for each online learner to gravitate towards interdependence to have more meaningful collaborative discussions. What is 1 connection/disconnection among the readings? The strongest connection among the two chapters for me was its ability to tie collaboration to transformational learning. I see a strong connection between integrating collaboration into an online learning environment and then being able to create a transformational experience for the student. Even though transformational experiences are usually unconsciously driven, it's imperative to integrate collaborative learning exercises and activities into an online course, so those transformational experiences come to light. I felt these two chapters connected with each other really well and helped me to understand how to build collaboration and transformation together within a course. Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall or prior readings? All of our previous readings and class topics integrate so well into the overarching theme of ""Online Learning Communities."" What is 1 question or puzzle that you still have regarding the readings? I'd like to further investigate how f2f environments differ with online environments as they relate to transformational learning. I don't necessarily agree with the statements on pg. 191, that reflection isn't encouraged in f2f classrooms. It all goes back to the instructor and what their definition of reflection means and how they integrate self-reflection into their environment, as well as how they ask students to apply meaning to their own lives.",1,4,2,1,0,0,0,0,0,0,Week 08,1,Peripheral
R,"C, your question makes me think about how to form a constructivist f2f classroom. It's kind of harder to build constructivist learning in f2f classes than in online community.",0,0,0,0,0,0,0,0,1,0,Week 08,0,Mediator
C,How come you think it's harder? :),0,0,0,0,0,0,0,0,1,0,Week 08,0,Peripheral
F,"Identify 2 highlights from the readings.In chapter 8, I appreciated the idea that collaboration and community reinforce each other and in the process, encourage deeper understanding. We've talked about that before, but I find it interesting to think about the way that works. I also like the idea of ""when I succeed, we succeed,"" but I wonder why it wasn't stated conversely as, ""when we succeed, I succeed,"" since that would answer the participants' natural question, ""How do I succeed?""In chapter 9, I was particularly struck by what I thought was an outrageous statement, _If students were informed in advance that a process of transformation would be the outcome of their participation of their participation in an academic course, would they be likely to enroll?î I thought maybe I'd read that wrong because I can't actually think of a better reason to enroll. It's interesting that they go from lamenting the traditional instructor's reluctance to promote transformative learning to what they suggest is the learner's reluctance to embrace it. I have certainly experienced the former--from preschool through college, I encountered both kinds of instructors--those who seek to encourage learning and those who seek to control it. I have a particularly sharp memory of scribbling down the word ""synesthesia,"" when I first heard it and having the prof glare at me and say, ""Don't bother writing it down--it won't be on the test."" I thought, ""You jerk, I paid for this course and I'll learn what I want to, thank you very much!"" I didn't, of course, say that.What is 1 disconnection among the readings?Chapter 8 and chapter 9 describe closely interrelated ideas of how to construct knowledge and meaning, but I did see a disconnection between chapter 8's description of consciously building community, and their assertion in chapter 9 that,  _...we do not inform learners up front in our course outcomes or expectations that they are engaging in a learning community or that transformation will be the result of the course.î Huh?Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall?All along, our reads have addressed how to build and how to understand community in an online course, and I can point to many things in chapters 8 and 9 that are lived out in the online course that Instructor set in motion and that we're building together: collaboration, introductions, ice-breaking activities, negotiating expectations, reflecting in blogs, learning tech through using it, etc. It's almost a game to think--ok, how are we doing THAT one?The part about not informing us right away that we're building community would be a disconnection.What is 1 question or puzzle that you still have regarding the readings?I think the authors may be confusing traditional pedagogy with traditional settings when they say, _students in a traditional setting...are not always expected to apply it to their own lives or reflect on its potential impactÛî Unless they're using ""traditional setting"" to actually mean ""traditional pedagogy."" I read it literally as f2f classrooms. I would question whether it is less common to encourage transformational learning in f2f classrooms than it is online. I had classes and instructors in the '70s and '80s who encouraged self-reflection, journaling (on paper, but still), group discussions. I think many conscientious teachers in both realms are aware of the benefits of ""triple loop learning,"" whether or not they are familiar with Hargrove.",2,3,0,0,0,0,0,1,0,0,Week 08,1,Starter
